3

20

0 0 5065.38 49097.1 0 0 0 0 0 0 0
0 0 6102.57 49080.8 0 0 0 0 0 0 0
0 0 7134.89 49010.1 0 0 0 0 0 0 0
0 0 8162.67 48884.6 0 0 0 0 0 0 0
0 0 9186.28 48703.5 0 0 0 0 0 0 0
0 0 10206.2 48466.6 0 0 0 0 0 0 0
0 0 11222.9 48173.4 0 0 0 0 0 0 0
0 0 12236.8 47823.9 0 0 0 0 0 0 0
0 0 13248.5 47417.8 0 0 0 0 0 0 0
0 0 14258.4 46955.3 0 0 0 0 0 0 0
0 0 15267.1 46436.3 0 0 0 0 0 0 0
0 0 16274.8 45861 0 0 0 0 0 0 0
0 0 17282.1 45229.5 0 0 0 0 0 0 0
0 0 18289.2 44542.2 0 0 0 0 0 0 0
0 0 19296.4 43799.3 0 0 0 0 0 0 0
0 0 20304 43001.1 0 0 0 0 0 0 0
0 0 21312.2 42147.8 0 0 0 0 0 0 0
0 0 22321.1 41239.8 0 0 0 0 0 0 0
0 0 23330.9 40277.3 0 0 0 0 0 0 0
0 0 24341.8 39260.7 0 0 0 0 0 0 0

20

0 0 6356.37 30321.4 0 0 0 0 0 0 0
0 0 8709.16 30569.1 0 0 0 0 0 0 0
0 0 11016.4 30891.7 0 0 0 0 0 0 0
0 0 13264 31282.7 0 0 0 0 0 0 0
0 0 15439.7 31734.2 0 0 0 0 0 0 0
0 0 17532.5 32237.2 0 0 0 0 0 0 0
0 0 19533.7 32782 0 0 0 0 0 0 0
0 0 21436.1 33358.7 0 0 0 0 0 0 0
0 0 23234.2 33957.1 0 0 0 0 0 0 0
0 0 24924.5 34567.5 0 0 0 0 0 0 0
0 0 26504.6 35180.4 0 0 0 0 0 0 0
0 0 27973.5 35787.2 0 0 0 0 0 0 0
0 0 29331.4 36379.7 0 0 0 0 0 0 0
0 0 30579.1 36950.8 0 0 0 0 0 0 0
0 0 31718.4 37494 0 0 0 0 0 0 0
0 0 32751.4 38003.5 0 0 0 0 0 0 0
0 0 33680.5 38474.4 0 0 0 0 0 0 0
0 0 34508.5 38902.6 0 0 0 0 0 0 0
0 0 35238.3 39284.4 0 0 0 0 0 0 0
0 0 35872.7 39616.8 0 0 0 0 0 0 0

20

0 0 14301.5 11374.3 0 0 0 0 0 0 0
0 0 16648.3 12098.1 0 0 0 0 0 0 0
0 0 18956 12907.3 0 0 0 0 0 0 0
0 0 21203.8 13798.2 0 0 0 0 0 0 0
0 0 23372.7 14765.4 0 0 0 0 0 0 0
0 0 25446 15802.2 0 0 0 0 0 0 0
0 0 27409 16900.5 0 0 0 0 0 0 0
0 0 29249.8 18052.1 0 0 0 0 0 0 0
0 0 30958.4 19248.2 0 0 0 0 0 0 0
0 0 32527.1 20480.2 0 0 0 0 0 0 0
0 0 33950.4 21739.9 0 0 0 0 0 0 0
0 0 35224.3 23019.3 0 0 0 0 0 0 0
0 0 36346.5 24311.5 0 0 0 0 0 0 0
0 0 37315.9 25610.1 0 0 0 0 0 0 0
0 0 38132.5 26909.5 0 0 0 0 0 0 0
0 0 38797.1 28204.8 0 0 0 0 0 0 0
0 0 39310.9 29492 0 0 0 0 0 0 0
0 0 39676 30767.6 0 0 0 0 0 0 0
0 0 39894.4 32028.9 0 0 0 0 0 0 0
0 0 39968.5 33273.7 0 0 0 0 0 0 0

