3

20

0 0 11615.9 10389.5 0 0 0 0 0 0 0
0 0 12208.1 10506.3 0 0 0 0 0 0 0
0 0 12845.4 10685 0 0 0 0 0 0 0
0 0 13529.8 10922.8 0 0 0 0 0 0 0
0 0 14262.5 11217.8 0 0 0 0 0 0 0
0 0 15044.1 11568.5 0 0 0 0 0 0 0
0 0 15875 11973.8 0 0 0 0 0 0 0
0 0 16755.6 12432.6 0 0 0 0 0 0 0
0 0 17685.9 12944.5 0 0 0 0 0 0 0
0 0 18666.2 13508.8 0 0 0 0 0 0 0
0 0 19696.4 14125.2 0 0 0 0 0 0 0
0 0 20776.6 14793.3 0 0 0 0 0 0 0
0 0 21906.8 15512.9 0 0 0 0 0 0 0
0 0 23087.2 16283.7 0 0 0 0 0 0 0
0 0 24317.5 17105.5 0 0 0 0 0 0 0
0 0 25598 17978.3 0 0 0 0 0 0 0
0 0 26928.5 18901.9 0 0 0 0 0 0 0
0 0 28309.1 19876.3 0 0 0 0 0 0 0
0 0 29739.7 20901.2 0 0 0 0 0 0 0
0 0 31220.4 21976.7 0 0 0 0 0 0 0

20

0 0 4950 30100 0 0 0 0 0 0 0
0 0 6400 30100 0 0 0 0 0 0 0
0 0 7850 30100 0 0 0 0 0 0 0
0 0 9300 30100 0 0 0 0 0 0 0
0 0 10750 30100 0 0 0 0 0 0 0
0 0 12200 30100 0 0 0 0 0 0 0
0 0 13650 30100 0 0 0 0 0 0 0
0 0 15100 30100 0 0 0 0 0 0 0
0 0 16550 30100 0 0 0 0 0 0 0
0 0 18000 30100 0 0 0 0 0 0 0
0 0 19450 30100 0 0 0 0 0 0 0
0 0 20900 30100 0 0 0 0 0 0 0
0 0 22350 30100 0 0 0 0 0 0 0
0 0 23800 30100 0 0 0 0 0 0 0
0 0 25250 30100 0 0 0 0 0 0 0
0 0 26700 30100 0 0 0 0 0 0 0
0 0 28150 30100 0 0 0 0 0 0 0
0 0 29600 30100 0 0 0 0 0 0 0
0 0 31050 30100 0 0 0 0 0 0 0
0 0 32500 30100 0 0 0 0 0 0 0

20

0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0

