1
0
600

1803

0 0 500 500 100 30 40 0 0 0 0 0 
0 0 500 500 100 30 40 0 0 0 0 0 
0 0 500 500 100 30 40 0 0 0 0 0 
1 0 530 540 100 30 40 0 0 0 0 0 
1 0 560 580 100 30 40 0 0 0 0 0 
1 0 590 620 100 30 40 0 0 0 0 0 
2 0 620 660 100 30 40 0 0 0 0 0 
2 0 650 700 100 30 40 0 0 0 0 0 
2 0 680 740 100 30 40 0 0 0 0 0 
3 0 710 780 100 30 40 0 0 0 0 0 
3 0 740 820 100 30 40 0 0 0 0 0 
3 0 770 860 100 30 40 0 0 0 0 0 
4 0 800 900 100 30 40 0 0 0 0 0 
4 0 830 940 100 30 40 0 0 0 0 0 
4 0 860 980 100 30 40 0 0 0 0 0 
5 0 890 1020 100 30 40 0 0 0 0 0 
5 0 920 1060 100 30 40 0 0 0 0 0 
5 0 950 1100 100 30 40 0 0 0 0 0 
6 0 980 1140 100 30 40 0 0 0 0 0 
6 0 1010 1180 100 30 40 0 0 0 0 0 
6 0 1040 1220 100 30 40 0 0 0 0 0 
7 0 1070 1260 100 30 40 0 0 0 0 0 
7 0 1100 1300 100 30 40 0 0 0 0 0 
7 0 1130 1340 100 30 40 0 0 0 0 0 
8 0 1160 1380 100 30 40 0 0 0 0 0 
8 0 1190 1420 100 30 40 0 0 0 0 0 
8 0 1220 1460 100 30 40 0 0 0 0 0 
9 0 1250 1500 100 30 40 0 0 0 0 0 
9 0 1280 1540 100 30 40 0 0 0 0 0 
9 0 1310 1580 100 30 40 0 0 0 0 0 
10 0 1340 1620 100 30 40 0 0 0 0 0 
10 0 1370 1660 100 30 40 0 0 0 0 0 
10 0 1400 1700 100 30 40 0 0 0 0 0 
11 0 1430 1740 100 30 40 0 0 0 0 0 
11 0 1460 1780 100 30 40 0 0 0 0 0 
11 0 1490 1820 100 30 40 0 0 0 0 0 
12 0 1520 1860 100 30 40 0 0 0 0 0 
12 0 1550 1900 100 30 40 0 0 0 0 0 
12 0 1580 1940 100 30 40 0 0 0 0 0 
13 0 1610 1980 100 30 40 0 0 0 0 0 
13 0 1640 2020 100 30 40 0 0 0 0 0 
13 0 1670 2060 100 30 40 0 0 0 0 0 
14 0 1700 2100 100 30 40 0 0 0 0 0 
14 0 1730 2140 100 30 40 0 0 0 0 0 
14 0 1760 2180 100 30 40 0 0 0 0 0 
15 0 1790 2220 100 30 40 0 0 0 0 0 
15 0 1820 2260 100 30 40 0 0 0 0 0 
15 0 1850 2300 100 30 40 0 0 0 0 0 
16 0 1880 2340 100 30 40 0 0 0 0 0 
16 0 1910 2380 100 30 40 0 0 0 0 0 
16 0 1940 2420 100 30 40 0 0 0 0 0 
17 0 1970 2460 100 30 40 0 0 0 0 0 
17 0 2000 2500 100 30 40 0 0 0 0 0 
17 0 2030 2540 100 30 40 0 0 0 0 0 
18 0 2060 2580 100 30 40 0 0 0 0 0 
18 0 2090 2620 100 30 40 0 0 0 0 0 
18 0 2120 2660 100 30 40 0 0 0 0 0 
19 0 2150 2700 100 30 40 0 0 0 0 0 
19 0 2180 2740 100 30 40 0 0 0 0 0 
19 0 2210 2780 100 30 40 0 0 0 0 0 
20 0 2240 2820 100 30 40 0 0 0 0 0 
20 0 2270 2860 100 30 40 0 0 0 0 0 
20 0 2300 2900 100 30 40 0 0 0 0 0 
21 0 2330 2940 100 30 40 0 0 0 0 0 
21 0 2360 2980 100 30 40 0 0 0 0 0 
21 0 2390 3020 100 30 40 0 0 0 0 0 
22 0 2420 3060 100 30 40 0 0 0 0 0 
22 0 2450 3100 100 30 40 0 0 0 0 0 
22 0 2480 3140 100 30 40 0 0 0 0 0 
23 0 2510 3180 100 30 40 0 0 0 0 0 
23 0 2540 3220 100 30 40 0 0 0 0 0 
23 0 2570 3260 100 30 40 0 0 0 0 0 
24 0 2600 3300 100 30 40 0 0 0 0 0 
24 0 2630 3340 100 30 40 0 0 0 0 0 
24 0 2660 3380 100 30 40 0 0 0 0 0 
25 0 2690 3420 100 30 40 0 0 0 0 0 
25 0 2720 3460 100 30 40 0 0 0 0 0 
25 0 2750 3500 100 30 40 0 0 0 0 0 
26 0 2780 3540 100 30 40 0 0 0 0 0 
26 0 2810 3580 100 30 40 0 0 0 0 0 
26 0 2840 3620 100 30 40 0 0 0 0 0 
